_id,_depart,_departLane,_departPos,_departSpeed,_departDelay,_arrival,_arrivalLane,_arrivalPos,_arrivalSpeed,_duration,_routeLength,_waitingTime,_waitingCount,_stopTime,_timeLoss,_rerouteNo,_devices,_vType,_speedFactor,_vaporized
veh52,131.00,140673637#2_0,5.10,0.00,0.30,206.00,-37692199#0_1,55.25,10.77,75.00,564.82,11.00,1,0.00,23.58,1,vehroute_veh52 tripinfo_veh52 routing_veh52 fcd_veh52,veh_passenger,0.85,
veh23,58.00,3708865#4_0,5.10,0.00,0.19,212.00,-7990020#1_0,19.71,7.36,154.00,1187.06,21.00,4,0.00,51.15,1,vehroute_veh23 tripinfo_veh23 routing_veh23 fcd_veh23,veh_passenger,1.01,
veh31,78.00,-528915436#0_0,5.10,0.00,0.08,214.00,-4395933#8_0,20.51,10.53,136.00,1132.30,11.00,2,0.00,51.68,1,vehroute_veh31 tripinfo_veh31 routing_veh31 fcd_veh31,veh_passenger,1.13,
veh7,18.00,-39179549#0_0,5.10,0.00,0.41,216.00,317183888_0,13.01,11.24,198.00,1749.93,6.00,1,0.00,30.76,1,vehroute_veh7 tripinfo_veh7 routing_veh7 fcd_veh7,veh_passenger,0.89,
veh18,46.00,50214631#2_0,0.20,0.00,0.76,217.00,306917253#1_0,0.20,6.91,171.00,1270.62,5.00,1,0.00,28.88,1,vehroute_veh18 tripinfo_veh18 routing_veh18 fcd_veh18,veh_passenger,0.88,
veh19,48.00,3789703#0_2,4.44,13.08,0.24,218.00,-13904655_0,67.31,6.90,170.00,1232.01,27.00,2,0.00,48.25,1,vehroute_veh19 tripinfo_veh19 routing_veh19 fcd_veh19,veh_passenger,0.94,
veh29,73.00,279585244#1_0,5.10,0.00,0.11,218.00,3785444#3_0,40.95,7.04,145.00,1121.90,6.00,1,0.00,29.99,1,vehroute_veh29 tripinfo_veh29 routing_veh29 fcd_veh29,veh_passenger,0.92,
veh37,93.00,317183891#0_0,5.10,0.00,0.00,221.00,56007693#1_0,97.86,7.03,128.00,1138.53,15.00,3,0.00,38.90,1,vehroute_veh37 tripinfo_veh37 routing_veh37 fcd_veh37,veh_passenger,0.99,
veh39,99.00,998772221#2_2,0.20,0.00,0.97,230.00,147077493#2_0,91.50,7.06,131.00,816.03,16.00,1,0.00,35.38,1,vehroute_veh39 tripinfo_veh39 routing_veh39 fcd_veh39,veh_passenger,0.97,
veh15,38.00,23076537#0_0,5.10,0.00,0.30,233.00,85418338_0,7.38,8.13,195.00,2006.66,19.00,3,0.00,56.19,1,vehroute_veh15 tripinfo_veh15 routing_veh15 fcd_veh15,veh_passenger,1.12,
veh24,61.00,-80448023#0_0,5.10,0.00,0.68,236.00,-38098902#4_0,25.85,7.24,175.00,1247.65,18.00,4,0.00,53.32,1,vehroute_veh24 tripinfo_veh24 routing_veh24 fcd_veh24,veh_passenger,0.97,
veh49,124.00,-233718299_0,5.10,0.00,0.84,238.00,128396776#2_0,30.91,7.82,114.00,933.62,0.00,0,0.00,14.58,1,vehroute_veh49 tripinfo_veh49 routing_veh49 fcd_veh49,veh_passenger,1.00,
veh22,56.00,-22820607#0_0,5.10,0.00,0.70,242.00,-4540066#3_0,60.43,8.00,186.00,1798.87,17.00,2,0.00,45.53,1,vehroute_veh22 tripinfo_veh22 routing_veh22 fcd_veh22,veh_passenger,1.02,
veh30,76.00,-39944037#1_0,5.10,0.00,0.60,242.00,-130294072#1_0,84.66,7.04,166.00,1187.89,26.00,4,0.00,56.10,1,vehroute_veh30 tripinfo_veh30 routing_veh30 fcd_veh30,veh_passenger,0.95,
veh28,71.00,928725821#3_0,5.10,0.00,0.62,245.00,3708838#2_0,34.84,6.32,174.00,1154.45,13.00,1,0.00,32.88,1,vehroute_veh28 tripinfo_veh28 routing_veh28 fcd_veh28,veh_passenger,0.87,
veh33,83.00,37692490#1_0,5.10,0.00,0.06,246.00,1049698333#0_0,77.84,8.52,163.00,1446.38,15.00,3,0.00,57.33,1,vehroute_veh33 tripinfo_veh33 routing_veh33 fcd_veh33,veh_passenger,1.18,
veh35,88.00,-4395858#5_0,5.10,0.00,0.03,246.00,-4215606#2_0,26.53,7.18,158.00,1200.33,11.00,2,0.00,36.29,1,vehroute_veh35 tripinfo_veh35 routing_veh35 fcd_veh35,veh_passenger,1.01,
veh38,96.00,111286353#2_0,5.10,0.00,0.49,249.00,-39117800#2_0,48.42,7.35,153.00,1051.63,22.00,4,0.00,51.43,1,vehroute_veh38 tripinfo_veh38 routing_veh38 fcd_veh38,veh_passenger,1.02,
veh27,68.00,-3708680#2_0,5.10,0.00,0.14,250.00,-8301214#0_0,32.79,5.87,182.00,1319.47,5.00,2,0.00,37.37,1,vehroute_veh27 tripinfo_veh27 routing_veh27 fcd_veh27,veh_passenger,0.83,
veh5,13.00,-128676689#1_0,5.10,0.00,0.43,251.00,-37865180#0_0,24.19,10.37,238.00,1951.29,26.00,3,0.00,56.01,1,vehroute_veh5 tripinfo_veh5 routing_veh5 fcd_veh5,veh_passenger,0.83,
veh25,63.00,-4395933#5_0,5.10,0.00,0.16,262.00,700758895#1_0,18.84,6.13,199.00,1587.21,23.00,4,0.00,56.99,1,vehroute_veh25 tripinfo_veh25 routing_veh25 fcd_veh25,veh_passenger,0.89,
veh72,181.00,128676689#0_0,5.10,0.00,0.03,265.00,160963287#4_0,15.63,7.13,84.00,573.38,0.00,0,0.00,11.27,1,vehroute_veh72 tripinfo_veh72 routing_veh72 fcd_veh72,veh_passenger,0.91,
veh45,114.00,83806428#1_0,5.10,0.00,0.89,270.00,52288972#1_0,65.23,8.10,156.00,1240.85,3.00,1,0.00,24.10,1,vehroute_veh45 tripinfo_veh45 routing_veh45 fcd_veh45,veh_passenger,1.09,
veh0,0.00,372256216#1_0,5.10,0.00,0.00,279.00,-128396777#2_0,94.08,7.54,279.00,2597.94,37.00,6,0.00,88.54,1,vehroute_veh0 tripinfo_veh0 routing_veh0 fcd_veh0,veh_passenger,1.06,
veh4,11.00,12341247#4_0,5.10,0.00,0.95,282.00,-128912367_0,16.34,7.80,271.00,2463.56,30.00,4,0.00,76.18,1,vehroute_veh4 tripinfo_veh4 routing_veh4 fcd_veh4,veh_passenger,1.03,
veh6,16.00,37692282#5_0,5.10,0.00,0.92,283.00,23102758#5_0,28.07,8.12,267.00,2268.63,34.00,7,0.00,80.96,1,vehroute_veh6 tripinfo_veh6 routing_veh6 fcd_veh6,veh_passenger,1.05,
veh43,109.00,-14047194#0_0,5.10,0.00,0.92,284.00,-83806426#4_0,72.12,13.46,175.00,1626.66,12.00,3,0.00,51.19,1,vehroute_veh43 tripinfo_veh43 routing_veh43 fcd_veh43,veh_passenger,1.03,
veh44,111.00,998772221#0_2,5.10,0.00,0.41,290.00,20485040#12_0,103.79,12.43,179.00,2063.11,4.00,1,0.00,23.09,1,vehroute_veh44 tripinfo_veh44 routing_veh44 fcd_veh44,veh_passenger,0.96,
veh40,101.00,-20485036#3_0,5.10,0.00,0.46,293.00,-13904661_0,37.84,9.74,192.00,1912.35,0.00,0,0.00,29.39,1,vehroute_veh40 tripinfo_veh40 routing_veh40 fcd_veh40,veh_passenger,1.18,
veh66,166.00,13904691#1_0,5.10,0.00,0.11,296.00,233037569_0,48.16,7.18,130.00,959.07,0.00,0,0.00,15.26,1,vehroute_veh66 tripinfo_veh66 routing_veh66 fcd_veh66,veh_passenger,1.02,
veh74,186.00,-39944039#2_0,3.37,0.00,0.00,298.00,-39117802#1_0,43.40,8.41,112.00,896.20,2.00,1,0.00,20.84,1,vehroute_veh74 tripinfo_veh74 routing_veh74 fcd_veh74,veh_passenger,1.02,
veh53,134.00,59433203#5_0,0.20,0.00,0.79,300.00,52879958_0,58.92,6.76,166.00,1233.07,5.00,3,0.00,27.84,1,vehroute_veh53 tripinfo_veh53 routing_veh53 fcd_veh53,veh_passenger,0.85,
veh17,43.00,4541289#4_0,5.10,0.00,0.27,309.00,35078322#3_1,22.41,7.52,266.00,2291.10,17.00,4,0.00,68.63,1,vehroute_veh17 tripinfo_veh17 routing_veh17 fcd_veh17,veh_passenger,0.93,
veh58,146.00,-1008992999_1,5.10,0.00,0.22,309.00,-548793704#0_0,21.54,7.46,163.00,1448.54,14.00,3,0.00,45.03,1,vehroute_veh58 tripinfo_veh58 routing_veh58 fcd_veh58,veh_passenger,1.00,
veh16,41.00,-81982573#1_0,5.10,0.00,0.78,313.00,24450825#2_0,77.94,8.25,272.00,2263.60,29.00,4,0.00,71.11,1,vehroute_veh16 tripinfo_veh16 routing_veh16 fcd_veh16,veh_passenger,0.99,
veh32,81.00,-3809980#0_0,5.10,0.00,0.57,323.00,768702586#2_0,39.48,6.66,242.00,2007.31,11.00,2,0.00,46.70,1,vehroute_veh32 tripinfo_veh32 routing_veh32 fcd_veh32,veh_passenger,0.93,
veh46,116.00,-11685019#0_0,5.10,0.00,0.38,332.00,384401180_0,15.88,13.79,216.00,1801.99,37.00,7,0.00,86.90,1,vehroute_veh46 tripinfo_veh46 routing_veh46 fcd_veh46,veh_passenger,1.04,
veh67,169.00,-4395890_0,5.10,0.00,0.60,332.00,528916932_0,6.10,7.13,163.00,1315.91,0.00,0,0.00,20.40,1,vehroute_veh67 tripinfo_veh67 routing_veh67 fcd_veh67,veh_passenger,0.99,
veh77,194.00,-41565491#0_0,5.10,0.00,0.46,338.00,37747135#1_0,26.34,12.82,144.00,1294.59,11.00,1,0.00,29.23,1,vehroute_veh77 tripinfo_veh77 routing_veh77 fcd_veh77,veh_passenger,0.94,
veh48,121.00,-4395933#5_0,5.10,0.00,0.35,343.00,3708838#2_0,34.84,8.22,222.00,2159.15,24.00,3,0.00,59.69,1,vehroute_veh48 tripinfo_veh48 routing_veh48 fcd_veh48,veh_passenger,1.09,
veh57,144.00,432565295#3_0,5.10,0.00,0.73,344.00,20485040#4_0,77.30,14.70,200.00,2203.54,15.00,1,0.00,44.07,1,vehroute_veh57 tripinfo_veh57 routing_veh57 fcd_veh57,veh_passenger,1.10,
veh54,136.00,-48985674_0,5.10,0.00,0.27,346.00,3708681#3_0,33.28,9.20,210.00,2344.82,15.00,2,0.00,51.65,1,vehroute_veh54 tripinfo_veh54 routing_veh54 fcd_veh54,veh_passenger,1.17,
veh68,171.00,12341254#1_0,5.10,0.00,0.08,354.00,-3809981#2_0,25.93,6.65,183.00,1452.05,24.00,2,0.00,49.52,1,vehroute_veh68 tripinfo_veh68 routing_veh68 fcd_veh68,veh_passenger,0.94,
veh73,184.00,-59433203#0_0,5.10,0.00,0.52,357.00,317149206_0,0.20,13.70,173.00,1379.02,35.00,3,0.00,67.54,1,vehroute_veh73 tripinfo_veh73 routing_veh73 fcd_veh73,veh_passenger,1.04,
veh97,244.00,111286353#6_0,5.10,0.00,0.19,360.00,-13904706#4_0,25.99,7.51,116.00,1252.66,1.00,1,0.00,20.11,1,vehroute_veh97 tripinfo_veh97 routing_veh97 fcd_veh97,veh_passenger,1.02,
veh10,26.00,-59433205_0,5.10,0.00,0.87,365.00,-354369976#6_0,5.71,6.70,339.00,2240.86,21.00,4,0.00,66.28,1,vehroute_veh10 tripinfo_veh10 routing_veh10 fcd_veh10,veh_passenger,0.86,
veh47,119.00,3785445#3_0,5.10,0.00,0.87,365.00,22820607#0_0,25.05,8.41,246.00,2348.35,34.00,5,0.00,73.70,1,vehroute_veh47 tripinfo_veh47 routing_veh47 fcd_veh47,veh_passenger,1.04,
veh82,207.00,-22566799#1_0,5.10,0.00,0.89,365.00,128396774#0_0,66.43,7.65,158.00,1166.03,19.00,3,0.00,44.02,1,vehroute_veh82 tripinfo_veh82 routing_veh82 fcd_veh82,veh_passenger,0.98,
veh51,129.00,52879958_0,5.10,0.00,0.81,371.00,-4395858#0_0,21.11,6.93,242.00,1898.76,21.00,4,0.00,55.95,1,vehroute_veh51 tripinfo_veh51 routing_veh51 fcd_veh51,veh_passenger,0.88,
veh41,104.00,-231751868#5_0,0.20,0.00,0.95,378.00,360313819_0,140.78,8.40,274.00,2712.86,19.00,4,0.00,66.97,1,vehroute_veh41 tripinfo_veh41 routing_veh41 fcd_veh41,veh_passenger,1.10,
veh90,227.00,-4215667_0,5.10,0.00,0.79,379.00,64270039#1_1,20.10,8.38,152.00,1301.79,0.00,0,0.00,19.44,1,vehroute_veh90 tripinfo_veh90 routing_veh90 fcd_veh90,veh_passenger,1.15,
veh42,106.00,4395775#1_1,5.10,0.00,0.43,383.00,12341248#0_0,1.77,6.95,277.00,2439.54,14.00,2,0.00,67.83,1,vehroute_veh42 tripinfo_veh42 routing_veh42 fcd_veh42,veh_passenger,0.90,
veh81,204.00,4396159#1_0,0.20,0.00,0.41,388.00,-3785444#0_0,25.81,7.94,184.00,1626.62,17.00,3,0.00,54.02,1,vehroute_veh81 tripinfo_veh81 routing_veh81 fcd_veh81,veh_passenger,1.03,
veh76,192.00,-39944037#1_0,5.10,0.00,0.98,393.00,585819383#0_1,64.39,13.50,201.00,1939.85,12.00,4,0.00,50.43,1,vehroute_veh76 tripinfo_veh76 routing_veh76 fcd_veh76,veh_passenger,0.97,
veh59,149.00,-128005879#2_0,5.10,0.00,0.70,394.00,67139158#0_0,44.31,8.14,245.00,1893.41,24.00,5,0.00,72.79,1,vehroute_veh59 tripinfo_veh59 routing_veh59 fcd_veh59,veh_passenger,1.00,
veh61,154.00,-52321640#1_0,5.10,0.00,0.68,400.00,-13904706#2_0,15.92,8.41,246.00,2336.91,33.00,6,0.00,89.34,1,vehroute_veh61 tripinfo_veh61 routing_veh61 fcd_veh61,veh_passenger,1.14,
veh99,249.00,13904645#1_0,5.10,0.00,0.17,409.00,12341254#0_0,25.73,6.00,160.00,1047.43,6.00,2,0.00,29.12,1,vehroute_veh99 tripinfo_veh99 routing_veh99 fcd_veh99,veh_passenger,0.83,
veh50,126.00,13904645#0_1,5.10,0.00,0.33,417.00,80479196_0,51.65,6.68,291.00,1971.75,50.00,6,0.00,96.01,1,vehroute_veh50 tripinfo_veh50 routing_veh50 fcd_veh50,veh_passenger,0.90,
veh93,234.00,998776255_0,5.10,0.00,0.25,425.00,48482641#0_0,79.94,8.04,191.00,1551.17,4.00,1,0.00,36.32,1,vehroute_veh93 tripinfo_veh93 routing_veh93 fcd_veh93,veh_passenger,1.04,
veh64,161.00,-14047759#5_0,5.10,0.00,0.14,435.00,4215606#1_0,119.99,8.57,274.00,2437.75,17.00,3,0.00,85.54,1,vehroute_veh64 tripinfo_veh64 routing_veh64 fcd_veh64,veh_passenger,1.08,
veh78,197.00,-3818568#0_0,0.20,0.00,0.95,442.00,-30988146#3_0,35.59,7.86,245.00,2356.42,0.00,0,0.00,26.33,1,vehroute_veh78 tripinfo_veh78 routing_veh78 fcd_veh78,veh_passenger,1.06,
veh75,189.00,-14047779#1_0,5.10,0.00,0.49,447.00,360319695#0_1,76.89,13.48,258.00,1731.01,40.00,6,0.00,87.57,1,vehroute_veh75 tripinfo_veh75 routing_veh75 fcd_veh75,veh_passenger,1.02,
veh79,199.00,673136293_0,5.10,0.00,0.44,450.00,296573594#1_0,0.88,6.92,251.00,1928.61,14.00,2,0.00,46.02,1,vehroute_veh79 tripinfo_veh79 routing_veh79 fcd_veh79,veh_passenger,0.96,
veh71,179.00,998772220#0_1,5.10,0.00,0.54,451.00,374695664#1_0,6.79,6.63,272.00,2570.16,16.00,2,0.00,56.01,1,vehroute_veh71 tripinfo_veh71 routing_veh71 fcd_veh71,veh_passenger,0.91,
veh94,237.00,83806426#2_1,5.10,0.00,0.73,459.00,64270137#3_0,21.15,7.12,222.00,1726.84,47.00,4,0.00,87.33,1,vehroute_veh94 tripinfo_veh94 routing_veh94 fcd_veh94,veh_passenger,1.01,
veh89,224.00,12341247#4_0,5.10,0.00,0.30,461.00,-4540070#1_0,34.79,7.12,237.00,1954.95,24.00,4,0.00,68.39,1,vehroute_veh89 tripinfo_veh89 routing_veh89 fcd_veh89,veh_passenger,0.97,
veh62,156.00,529166764#1_0,5.10,0.00,0.16,462.00,7990022#1_0,23.53,7.54,306.00,2545.01,36.00,7,0.00,95.39,1,vehroute_veh62 tripinfo_veh62 routing_veh62 fcd_veh62,veh_passenger,1.02,
veh85,214.00,913333123_0,5.10,0.00,0.35,465.00,-22566799#5_0,1.35,13.77,251.00,2171.19,40.00,5,0.00,83.02,1,vehroute_veh85 tripinfo_veh85 routing_veh85 fcd_veh85,veh_passenger,1.03,
veh60,151.00,530721238#1_0,3.86,0.00,0.19,472.00,46895350#2_0,1.12,6.87,321.00,2174.21,42.00,8,0.00,99.55,1,vehroute_veh60 tripinfo_veh60 routing_veh60 fcd_veh60,veh_passenger,0.90,
veh56,141.00,4215600_0,5.10,0.00,0.25,478.00,229119089_0,23.79,7.49,337.00,3036.16,14.00,3,0.00,55.63,1,vehroute_veh56 tripinfo_veh56 routing_veh56 fcd_veh56,veh_passenger,1.02,
veh65,164.00,4215666#0_0,5.10,0.00,0.62,481.00,-306917251#1_0,24.34,8.89,317.00,3424.36,10.00,2,0.00,48.55,1,vehroute_veh65 tripinfo_veh65 routing_veh65 fcd_veh65,veh_passenger,1.12,
veh95,239.00,4937392#0_1,5.10,0.00,0.22,481.00,-3708865#2_0,17.03,14.16,242.00,2498.37,7.00,3,0.00,63.24,1,vehroute_veh95 tripinfo_veh95 routing_veh95 fcd_veh95,veh_passenger,1.02,
veh80,202.00,13904682#3_0,5.10,0.00,0.92,489.00,4395692#0_0,44.16,7.18,287.00,2795.86,11.00,3,0.00,60.11,1,vehroute_veh80 tripinfo_veh80 routing_veh80 fcd_veh80,veh_passenger,0.98,
veh92,232.00,261557471#0_0,5.10,0.00,0.76,494.00,-13904675#5_0,79.46,8.34,262.00,2111.98,22.00,5,0.00,82.74,1,vehroute_veh92 tripinfo_veh92 routing_veh92 fcd_veh92,veh_passenger,1.00,
veh88,222.00,-3785444#0_0,5.10,0.00,0.81,500.00,135582840#1_0,19.25,7.73,278.00,2099.43,53.00,6,0.00,101.81,1,vehroute_veh88 tripinfo_veh88 routing_veh88 fcd_veh88,veh_passenger,1.02,
veh84,212.00,39179549#3_0,5.10,0.00,0.87,515.00,37747500#5_0,7.08,8.67,303.00,2400.91,55.00,8,0.00,128.13,1,vehroute_veh84 tripinfo_veh84 routing_veh84 fcd_veh84,veh_passenger,1.09,
veh70,176.00,-37866821#2_1,5.10,0.00,0.06,521.00,-52321642#0_0,26.57,7.22,345.00,2729.10,34.00,6,0.00,95.82,1,vehroute_veh70 tripinfo_veh70 routing_veh70 fcd_veh70,veh_passenger,0.88,
veh87,219.00,50214631#2_0,0.20,0.00,0.33,534.00,-4215666#2_0,7.58,7.34,315.00,3021.44,33.00,6,0.00,82.02,1,vehroute_veh87 tripinfo_veh87 routing_veh87 fcd_veh87,veh_passenger,1.00,
veh98,247.00,-81982573#2_0,5.10,0.00,0.68,540.00,915820852_0,74.63,11.16,293.00,2876.26,6.00,2,0.00,40.85,1,vehroute_veh98 tripinfo_veh98 routing_veh98 fcd_veh98,veh_passenger,0.89,
veh91,229.00,130277328#1_1,0.20,0.00,0.27,556.00,52321639#0_0,73.18,7.60,327.00,2928.38,38.00,5,0.00,97.87,1,vehroute_veh91 tripinfo_veh91 routing_veh91 fcd_veh91,veh_passenger,0.98,
veh83,209.00,125814598_0,5.10,0.00,0.38,575.00,13904655_0,66.45,7.20,366.00,3197.36,33.00,5,0.00,94.59,1,vehroute_veh83 tripinfo_veh83 routing_veh83 fcd_veh83,veh_passenger,1.01,
veh11,28.00,8045273#5_0,5.10,0.00,0.35,588.00,-563891693_0,31.54,14.44,560.00,4755.71,66.00,9,0.00,164.57,1,vehroute_veh11 tripinfo_veh11 routing_veh11 fcd_veh11,veh_passenger,1.09,
veh63,159.00,-162745568#2_0,5.10,0.00,0.65,595.00,14044836#2_0,89.56,7.85,436.00,3584.60,40.00,5,0.00,103.24,1,vehroute_veh63 tripinfo_veh63 routing_veh63 fcd_veh63,veh_passenger,0.97,
veh215,541.00,3708471#2_0,5.10,0.00,0.60,642.00,-4539928#2_0,38.80,7.34,101.00,894.88,7.00,1,0.00,23.22,1,vehroute_veh215 tripinfo_veh215 routing_veh215 fcd_veh215,veh_passenger,1.01,
veh205,516.00,174092690_0,5.10,0.00,0.74,659.00,-13904675#4_0,8.90,6.29,143.00,1075.39,0.00,0,0.00,17.92,1,vehroute_veh205 tripinfo_veh205 routing_veh205 fcd_veh205,veh_passenger,0.91,
veh232,584.00,-56007677_1,5.10,0.00,0.87,661.00,37747645#2_0,0.20,13.98,77.00,565.07,21.00,2,0.00,37.15,1,vehroute_veh232 tripinfo_veh232 routing_veh232 fcd_veh232,veh_passenger,1.02,
veh219,551.00,-40260270#3_0,5.10,0.00,0.55,663.00,37866821#1_0,48.78,12.62,112.00,1038.28,7.00,2,0.00,29.84,1,vehroute_veh219 tripinfo_veh219 routing_veh219 fcd_veh219,veh_passenger,0.93,
veh208,523.00,32117788#8_1,5.10,0.00,0.20,676.00,80448023#1_0,37.09,8.74,153.00,1068.94,22.00,4,0.00,58.76,1,vehroute_veh208 tripinfo_veh208 routing_veh208 fcd_veh208,veh_passenger,1.06,
veh201,506.00,37692492#0_0,0.20,0.00,0.79,679.00,-111286353#6_0,12.12,6.52,173.00,1563.25,18.00,3,0.00,45.15,1,vehroute_veh201 tripinfo_veh201 routing_veh201 fcd_veh201,veh_passenger,0.92,
veh228,574.00,497486086_0,0.20,0.00,0.93,689.00,80478293#1_0,4.42,7.95,115.00,989.23,13.00,2,0.00,35.24,1,vehroute_veh228 tripinfo_veh228 routing_veh228 fcd_veh228,veh_passenger,1.07,
veh234,589.00,13904673#1_0,5.10,0.00,0.85,689.00,-306917249_0,24.23,9.36,100.00,927.55,5.00,1,0.00,26.13,1,vehroute_veh234 tripinfo_veh234 routing_veh234 fcd_veh234,veh_passenger,1.15,
veh202,508.00,41228866#3_0,5.10,0.00,0.28,701.00,4263428#1_0,34.10,14.59,193.00,1926.60,8.00,1,0.00,46.14,1,vehroute_veh202 tripinfo_veh202 routing_veh202 fcd_veh202,veh_passenger,1.09,
veh243,611.00,-42293718#1_0,5.10,0.00,0.23,706.00,-160963287#2_0,41.95,9.47,95.00,754.93,9.00,2,0.00,41.54,1,vehroute_veh243 tripinfo_veh243 routing_veh243 fcd_veh243,veh_passenger,1.23,
veh212,533.00,55814725#3_0,5.10,0.00,0.14,708.00,405364257#0_0,0.59,2.64,175.00,1579.78,7.00,1,0.00,30.55,1,vehroute_veh212 tripinfo_veh212 routing_veh212 fcd_veh212,veh_passenger,0.95,
veh226,569.00,-83517075#1_0,5.10,0.00,0.95,711.00,-111286353#7_0,50.52,7.53,142.00,1524.79,3.00,1,0.00,27.61,1,vehroute_veh226 tripinfo_veh226 routing_veh226 fcd_veh226,veh_passenger,1.00,
veh204,513.00,-376394520#0_0,5.10,0.00,0.25,712.00,81982573#0_0,170.99,13.61,199.00,1883.33,8.00,2,0.00,40.68,1,vehroute_veh204 tripinfo_veh204 routing_veh204 fcd_veh204,veh_passenger,1.01,
veh206,518.00,-4215666#3_0,2.54,0.00,0.22,716.00,497486086_0,0.20,9.02,198.00,1797.73,22.00,3,0.00,64.08,1,vehroute_veh206 tripinfo_veh206 routing_veh206 fcd_veh206,veh_passenger,1.12,
veh222,558.00,11685178#0_1,2.17,0.00,0.01,728.00,-3792665_0,401.98,7.61,170.00,1305.68,2.00,1,0.00,30.77,1,vehroute_veh222 tripinfo_veh222 routing_veh222 fcd_veh222,veh_passenger,1.01,
veh240,604.00,-3809981#1_0,5.10,0.00,0.77,730.00,-556290242#1_0,55.30,13.62,126.00,1198.04,9.00,2,0.00,39.24,1,vehroute_veh240 tripinfo_veh240 routing_veh240 fcd_veh240,veh_passenger,1.07,
veh249,626.00,-128396774#1_0,5.10,0.00,0.14,730.00,-354359921_1,176.09,15.27,104.00,935.34,13.00,1,0.00,31.52,1,vehroute_veh249 tripinfo_veh249 routing_veh249 fcd_veh249,veh_passenger,1.11,
veh216,543.00,-14678786#1_0,5.10,0.00,0.09,731.00,-4540248#1_0,21.10,8.05,188.00,1707.33,25.00,3,0.00,57.77,1,vehroute_veh216 tripinfo_veh216 routing_veh216 fcd_veh216,veh_passenger,1.03,
veh223,561.00,12341238#0_0,5.10,0.00,0.49,733.00,585819382_1,23.83,14.43,172.00,1156.13,30.00,3,0.00,63.11,1,vehroute_veh223 tripinfo_veh223 routing_veh223 fcd_veh223,veh_passenger,1.10,
veh229,576.00,11685178#4_0,5.10,0.00,0.41,741.00,41228866#3_0,29.06,7.24,165.00,1334.29,0.00,0,0.00,17.07,1,vehroute_veh229 tripinfo_veh229 routing_veh229 fcd_veh229,veh_passenger,0.94,
veh217,546.00,-44069390#0_0,5.10,0.00,0.58,742.00,-543359813#4_0,30.02,14.37,196.00,1580.95,23.00,2,0.00,53.65,1,vehroute_veh217 tripinfo_veh217 routing_veh217 fcd_veh217,veh_passenger,1.06,
veh210,528.00,3810573#2_0,0.20,0.00,0.17,744.00,140673640_0,22.43,7.10,216.00,2054.61,5.00,2,0.00,41.00,1,vehroute_veh210 tripinfo_veh210 routing_veh210 fcd_veh210,veh_passenger,0.96,
